Claim Number,Date Received,Incident D,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2015020520435,02/05/2015,01/28/2015,PSP,Palm Springs International,Delta Air Lines  ,Property Damage,Checked Baggage,-,0,Deny
2015022020739,02/18/2015,01/22/2015,PSP,Palm Springs International,American Airlines  ,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
2015030921073,03/09/2015,01/25/2015,PSP,Palm Springs International,Alaska Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,599.99,Approve in Full
2015031221183,03/12/2015,03/09/2015,PSP,Palm Springs International,American Airlines  ,Property Damage,Checked Baggage,-,150,Settle
2015031821317,03/18/2015,12/05/2014,PSP,Palm Springs International,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0,Deny
2015031921361,03/19/2015,02/28/2015,PSP,Palm Springs International,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Clothing,40,Approve in Full
2015040621765,04/03/2015,03/04/2015,PSP,Palm Springs International,Westjet Airlines Ltd  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,28.02,Approve in Full
2015052722796,05/16/2015,04/10/2015,PSP,Palm Springs International,-,Property Damage,Checked Baggage,Food & Drink,45.67,Approve in Full
2015062423382,06/08/2015,05/14/2015,PSP,Palm Springs International,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Medical/Science,878.74,Settle
2015062423385,06/08/2015,04/03/2015,PSP,Palm Springs International,Westjet Airlines Ltd  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015101626053,09/22/2015,04/29/2014,PSP,Palm Springs International,Alaska Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2015110926699,10/28/2015,10/07/2015,PSP,Palm Springs International,UAL  ,Property Damage,Checkpoint,Personal Accessories,199.73,Approve in Full
2015111426869,10/28/2015,10/02/2015,PSP,Palm Springs International,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2015112327094,11/05/2015,07/26/2015,PSP,Palm Springs International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,22,Settle
2015120127200,11/13/2015,11/03/2015,PSP,Palm Springs International,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015120727320,11/17/2015,11/15/2015,PSP,Palm Springs International,Westjet Airlines Ltd  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,35,Approve in Full
2015120727362,11/18/2015,11/16/2015,PSP,Palm Springs International,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2015120427303,11/19/2015,10/12/2015,PSP,Palm Springs International,Alaska Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
2015121527584,11/30/2015,03/30/2015,PSP,Palm Springs International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2015010519586,01/05/2015,03/20/2014,PVD,"TF Green Airport, Providence",-,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015012620158,01/26/2015,03/20/2014,PVD,"TF Green Airport, Providence",-,Property Damage,Checked Baggage,Baggage/Cases/Purses,59.99,Settle
2015021920719,02/19/2015,02/12/2015,PVD,"TF Green Airport, Providence",Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015031721308,03/17/2015,03/03/2015,PVD,"TF Green Airport, Providence",USAir  ,Passenger Property Loss,Checked Baggage,Personal Electronics,18,Settle
2015041021851,04/08/2015,03/25/2015,PVD,"TF Green Airport, Providence",Delta Air Lines  ,Passenger Property Loss,Checked Baggage,-,0,Deny
2015061923239,06/10/2015,06/04/2015,PVD,"TF Green Airport, Providence",Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2015070123595,06/23/2015,06/04/2015,PVD,"TF Green Airport, Providence",Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015070123597,06/25/2015,06/08/2015,PVD,"TF Green Airport, Providence",Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Home Decor; Jewelry & Watches,0,Deny
2015072124052,07/10/2015,05/19/2015,PVD,"TF Green Airport, Providence",Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Household Items; Medical/Science,0,Deny
2015072724230,07/20/2015,07/05/2015,PVD,"TF Green Airport, Providence",Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,100,Settle
2015072824277,07/22/2015,06/29/2015,PVD,"TF Green Airport, Providence",Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,8.09,Approve in Full
2015080724681,08/07/2015,07/12/2015,PVD,"TF Green Airport, Providence",Southwest Airlines  ,Property Damage,Checked Baggage,"Audio/Video; Books, Magazines & Other",0,Deny
2015100225843,09/11/2015,09/09/2015,PVD,"TF Green Airport, Providence",Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Outdoor Items,0,Deny
2015102026113,09/28/2015,09/05/2015,PVD,"TF Green Airport, Providence",Southwest Airlines  ,Property Damage,Checked Baggage,Other,0,Deny
2015112527136,11/10/2015,10/29/2015,PVD,"TF Green Airport, Providence",Southwest Airlines  ,Property Damage,Checked Baggage,Personal Electronics,0,Deny
2015121827671,11/12/2015,11/12/2014,PVD,"TF Green Airport, Providence",Southwest Airlines  ,Property Damage,Checked Baggage,Cameras; Cameras,-,-
2015120727344,11/18/2015,10/23/2015,PVD,"TF Green Airport, Providence",-,Property Damage,Checkpoint,Personal Accessories,135.95,Settle
2015020420395,02/04/2015,01/04/2015,PWM,Portland International Jetport,UAL  ,Property Damage,Checked Baggage,Clothing,103.25,Settle
2015021320562,02/11/2015,11/28/2014,PWM,Portland International Jetport,USAir  ,Passenger Property Loss,Checked Baggage,Clothing; Sporting Equipment & Supplies,0,Deny
2015021820696,02/18/2015,01/01/2015,PWM,Portland International Jetport,Jet Blue,Property Damage,Checked Baggage,Clothing,24.49,Settle
2015022320793,02/20/2015,01/14/2015,PWM,Portland International Jetport,-,Motor Vehicle,Motor Vehicle,Automobile Parts & Accessories,1722.84,Approve in Full
2015022620885,02/26/2015,01/29/2015,PWM,Portland International Jetport,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,128.25,Settle
2015032321427,03/23/2015,03/16/2015,PWM,Portland International Jetport,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing; Other,0,Deny
2015060422921,06/04/2015,05/08/2015,PWM,Portland International Jetport,Jet Blue,Property Damage,Checked Baggage,Cosmetics & Grooming; Food & Drink; Household Items,0,Deny
2015080524588,07/28/2015,07/05/2015,PWM,Portland International Jetport,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny
2015080624647,08/03/2015,07/27/2015,PWM,Portland International Jetport,-,Property Damage,Checked Baggage,Home Decor; Home Decor,0,Deny
2015090825287,08/24/2015,08/12/2015,PWM,Portland International Jetport,USAir  ,Property Damage,Checkpoint,Computer & Accessories,0,Deny
2015091525350,08/28/2015,06/27/2015,PWM,Portland International Jetport,Jet Blue,Passenger Property Loss,Checkpoint,Personal Accessories,125,Settle
2015102626251,10/02/2015,07/22/2015,PWM,Portland International Jetport,Delta Air Lines  ,Property Damage,Checked Baggage,Home Decor,18.99,Approve in Full
2015111026784,10/26/2015,08/25/2015,PWM,Portland International Jetport,Jet Blue,Personal Injury,Checked Baggage,Currency,-,-
2015062223289,06/11/2015,06/07/2015,RAP,Rapid City Regional,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2015072324166,07/16/2015,05/01/2015,RAP,Rapid City Regional,Allegiant Air,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015072324172,07/20/2015,07/16/2015,RAP,Rapid City Regional,UAL  ,Property Damage,Checked Baggage,Other; Travel Accessories,-,-
2015121627614,11/30/2015,11/14/2015,RAP,Rapid City Regional,UAL  ,Property Damage,Checked Baggage,Computer & Accessories,-,-
2015110226453,10/15/2015,08/12/2015,RDD,Redding Municipal,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,-,-
2015022320756,02/23/2015,01/13/2015,RDM,Roberts Field,American Airlines  ,Property Damage,Checked Baggage,Other,13.07,Approve in Full
2015030521015,03/05/2015,02/19/2015,RDM,Roberts Field,Alaska Airlines  ,Property Damage,Checked Baggage,Jewelry & Watches,0,Deny
2015042222080,04/19/2015,03/21/2015,RDM,Roberts Field,Alaska Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,675,Settle
2015052122653,05/08/2015,04/22/2015,RDM,Roberts Field,UAL  ,Property Damage,Checkpoint,Clothing,206.67,Approve in Full
2015081024730,08/05/2015,07/28/2015,RDM,Roberts Field,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2015101325992,09/25/2015,08/25/2015,RDM,Roberts Field,American Airlines  ,Property Damage,Checked Baggage,Clothing; Food & Drink,0,Deny
2015102626261,10/07/2015,09/20/2015,RDM,Roberts Field,-,Property Damage,Checked Baggage,Sporting Equipment & Supplies,253.34,Approve in Full
2016010828196,12/29/2015,12/22/2015,RDM,Roberts Field,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,-,-
2015010219520,01/02/2015,12/14/2014,RDU,Raleigh-Durham International,Delta Air Lines  ,Property Damage,Checkpoint,-,150,Settle
2015011419862,01/14/2015,01/13/2015,RDU,Raleigh-Durham International,Jet Blue,Property Damage,Checkpoint,Personal Electronics,0,Deny
2015013020295,01/30/2015,01/11/2015,RDU,Raleigh-Durham International,USAir  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny
2015020120322,02/02/2015,12/03/2014,RDU,Raleigh-Durham International,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,90,Approve in Full
2015020520431,02/05/2015,01/05/2015,RDU,Raleigh-Durham International,USAir  ,Passenger Property Loss,Checkpoint,-,-,-
2015020620467,02/06/2015,12/01/2014,RDU,Raleigh-Durham International,Jet Blue,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
2015021020510,02/10/2015,02/09/2015,RDU,Raleigh-Durham International,USAir  ,Passenger Property Loss,Checked Baggage,Other,77.55,Settle
2015021020515,02/10/2015,02/03/2015,RDU,Raleigh-Durham International,American Airlines  ,Property Damage,Checkpoint,-,299,Settle
2015021820645,02/18/2015,01/21/2015,RDU,Raleigh-Durham International,Jet Blue,Property Damage,Checkpoint,Personal Accessories,226.98,Approve in Full
2015022620891,02/26/2015,02/04/2015,RDU,Raleigh-Durham International,American Airlines  ,Passenger Property Loss,Checked Baggage,-,19.19,Approve in Full
2015022720894,02/27/2015,02/25/2015,RDU,Raleigh-Durham International,American Airlines  ,Passenger Property Loss,Checkpoint,-,-,-
2015030220934,03/02/2015,02/21/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,50,Approve in Full
2015031121146,03/11/2015,02/16/2015,RDU,Raleigh-Durham International,Delta Air Lines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,61.06,Approve in Full
2015031621246,03/12/2015,02/14/2015,RDU,Raleigh-Durham International,Jet Blue,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
2015040321757,04/01/2015,03/23/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,250,Approve in Full
2015040321740,04/03/2015,03/03/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,60,Approve in Full
2015041021848,04/06/2015,04/05/2015,RDU,Raleigh-Durham International,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,10.73,Approve in Full
2015041621956,04/13/2015,03/30/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Currency,350,Approve in Full
2015042822139,04/28/2015,04/13/2015,RDU,Raleigh-Durham International,USAir  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,26.7,Approve in Full
2015050122247,04/28/2015,02/14/2015,RDU,Raleigh-Durham International,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses; Clothing; Clothing; Food & Drink,336.96,Approve in Full
2015051522540,05/11/2015,05/10/2015,RDU,Raleigh-Durham International,UAL  ,Property Damage,Checkpoint,Computer & Accessories,177.69,Settle
2015061923240,06/10/2015,05/11/2015,RDU,Raleigh-Durham International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2015061923257,06/10/2015,05/20/2015,RDU,Raleigh-Durham International,American Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,-,-
2015061923274,06/11/2015,06/09/2015,RDU,Raleigh-Durham International,USAir  ,Passenger Property Loss,Checked Baggage,Clothing; Other,0,Deny
2015062523432,06/18/2015,06/06/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Jewelry & Watches,0,Deny
2015062623497,06/22/2015,05/14/2015,RDU,Raleigh-Durham International,USAir  ,Passenger Property Loss,Checkpoint,Currency,0,Deny
2015062923527,06/23/2015,06/05/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other; Travel Accessories,34.98,Approve in Full
2015063023552,06/23/2015,06/14/2015,RDU,Raleigh-Durham International,UAL  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming,0,Deny
2015071323745,06/29/2015,06/13/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Property Damage,Checked Baggage,Medical/Science,54.94,Approve in Full
2015071623885,07/07/2015,05/19/2015,RDU,Raleigh-Durham International,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,20.94,Approve in Full
2015072324143,07/15/2015,06/23/2015,RDU,Raleigh-Durham International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Currency; Hunting & Fishing Items,0,Deny
2015072324151,07/15/2015,07/02/2015,RDU,Raleigh-Durham International,UAL  ,Property Damage,Checked Baggage,Audio/Video; Baggage/Cases/Purses,250,Approve in Full
2015073124395,07/23/2015,07/21/2015,RDU,Raleigh-Durham International,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2015080324491,07/29/2015,06/25/2015,RDU,Raleigh-Durham International,American Airlines  ,Property Damage,Checkpoint,Personal Accessories,0,Deny
2015073024351,07/30/2015,07/04/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,25,Settle
2015080524579,07/30/2015,02/04/2015,RDU,Raleigh-Durham International,UAL  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,1000,Approve in Full
2015080624604,07/30/2015,05/28/2015,RDU,Raleigh-Durham International,American Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,800,Approve in Full
2015080624663,08/03/2015,07/12/2015,RDU,Raleigh-Durham International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing; Computer & Accessories; Computer & Accessories; Jewelry & Watches; Jewelry & Watches; Personal Electronics,0,Deny
2015081724916,08/13/2015,07/29/2015,RDU,Raleigh-Durham International,Delta Air Lines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,250,Approve in Full
2015081824948,08/17/2015,08/06/2015,RDU,Raleigh-Durham International,Frontier Airlines,Passenger Property Loss,Checkpoint,Travel Accessories,72.47,Approve in Full
2015082725101,08/19/2015,08/06/2015,RDU,Raleigh-Durham International,Jet Blue,Property Damage,Checkpoint,Cameras,0,Deny
2015083125166,08/24/2015,08/12/2015,RDU,Raleigh-Durham International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,40,Settle
2015090125213,08/25/2015,07/18/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Audio/Video,0,Deny
2015091425328,08/31/2015,08/11/2015,RDU,Raleigh-Durham International,Jet Blue,Property Damage,Checkpoint,Baggage/Cases/Purses,81.64,Approve in Full
2015092225520,08/31/2015,08/12/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Property Damage,Checked Baggage,Medical/Science,0,Deny
2015100625917,09/24/2015,08/11/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015100725944,09/24/2015,07/08/2015,RDU,Raleigh-Durham International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015102326240,09/30/2015,09/11/2015,RDU,Raleigh-Durham International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,125,Approve in Full
2015110626650,10/10/2015,09/09/2015,RDU,Raleigh-Durham International,American Airlines  ,Property Damage,Checked Baggage,Home Decor,351.99,Settle
2015110426530,10/16/2015,09/07/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015111226816,10/20/2015,10/02/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,129,Approve in Full
2015110426531,11/04/2015,10/10/2015,RDU,Raleigh-Durham International,Jet Blue,Property Damage,Checkpoint,Computer & Accessories,917,Approve in Full
2015112427111,11/05/2015,09/30/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,-,-
2015121527561,11/10/2015,10/22/2015,RDU,Raleigh-Durham International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2015111927018,11/16/2015,11/11/2015,RDU,Raleigh-Durham International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,219.99,Approve in Full
2015120427312,11/20/2015,11/18/2015,RDU,Raleigh-Durham International,-,Property Damage,-,Personal Electronics,-,-
2015112027061,11/23/2015,10/23/2015,RDU,Raleigh-Durham International,American Airlines  ,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses; Clothing; Clothing,-,-
2015121627633,12/02/2015,12/01/2015,RDU,Raleigh-Durham International,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing,-,-
2015122127721,12/04/2015,11/28/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2015122427865,12/11/2015,11/21/2015,RDU,Raleigh-Durham International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2016010428047,12/21/2015,11/20/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Property Damage,Checked Baggage,Tools & Home Improvement Supplies; Tools & Home Improvement Supplies; Tools & Home Improvement Supplies,-,-
2016010428061,12/21/2015,12/07/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2016010528095,12/21/2015,12/01/2015,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
2015090325270,08/28/2015,08/16/2015,RHI,Rhinelander-Onieta,Delta Air Lines  ,Property Damage,Checked Baggage,Household Items,0,Deny
2015012820233,01/28/2015,01/23/2014,RIC,Richmond International,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Other,0,Deny
2015020520420,02/05/2015,01/29/2015,RIC,Richmond International,USAir  ,Property Damage,Checked Baggage,Medical/Science,175,Approve in Full
2015022020745,02/20/2015,12/08/2014,RIC,Richmond International,Southwest Airlines  ,Property Damage,Checked Baggage,-,0,Deny
2015040321736,04/01/2015,11/18/2014,RIC,Richmond International,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015050122250,04/27/2015,04/18/2015,RIC,Richmond International,Jet Blue,Passenger Property Loss,Checked Baggage,Audio/Video,0,Deny
2015061023020,05/27/2015,05/11/2015,RIC,Richmond International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,0,Deny
2015062223330,06/15/2015,06/10/2015,RIC,Richmond International,Delta Air Lines  ,Property Damage,Checked Baggage,Audio/Video,250,Approve in Full
2015062623468,06/18/2015,05/21/2015,RIC,Richmond International,USAir  ,Passenger Property Loss,Checked Baggage,Other,500,Settle
2015071423818,07/01/2015,06/12/2015,RIC,Richmond International,-,Property Damage,Checkpoint,Other,12,Approve in Full
2015072424215,07/20/2015,07/05/2015,RIC,Richmond International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2015072924337,07/22/2015,05/06/2015,RIC,Richmond International,Jet Blue,Passenger Property Loss,Checked Baggage,Audio/Video; Audio/Video; Jewelry & Watches; Medical/Science,0,Deny
2015073124415,07/24/2015,05/15/2015,RIC,Richmond International,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,300,Approve in Full
2015080624608,07/30/2015,06/14/2015,RIC,Richmond International,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Automobile Parts & Accessories,248.06,Approve in Full
2015081024766,08/07/2015,06/25/2015,RIC,Richmond International,Southwest Airlines  ,Personal Injury,Checked Baggage,Baggage/Cases/Purses,-,-
2015081824964,08/17/2015,08/12/2015,RIC,Richmond International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2015092125497,08/31/2015,08/08/2015,RIC,Richmond International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming,-,-
2015091725399,09/01/2015,07/03/2015,RIC,Richmond International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,200.63,Approve in Full
2015102026109,09/29/2015,09/26/2015,RIC,Richmond International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,13.18,Approve in Full
2015110426546,10/03/2015,09/20/2015,RIC,Richmond International,USAir  ,Property Damage,Checkpoint,Household Items,36.94,Approve in Full
2015120227218,10/20/2015,08/28/2015,RIC,Richmond International,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Medical/Science; Medical/Science,-,-
2015120127186,11/13/2015,10/26/2015,RIC,Richmond International,American Airlines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
2015120727325,11/17/2015,08/29/2015,RIC,Richmond International,Delta Air Lines  ,Property Damage,Checked Baggage,"Books, Magazines & Other",-,-
2015123028013,12/16/2015,10/14/2014,RIC,Richmond International,American Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2015011319820,01/13/2015,01/02/2015,RNO,Reno/Tahoe International,American Airlines  ,Passenger Property Loss,Checkpoint,Other,0,Deny
2015012220076,01/22/2015,11/11/2014,RNO,Reno/Tahoe International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Other,-,-
2015012820242,01/28/2015,12/27/2014,RNO,Reno/Tahoe International,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Other,0,Deny
2015020920493,02/04/2015,01/03/2015,RNO,Reno/Tahoe International,Alaska Airlines  ,Property Damage,Checked Baggage,Travel Accessories,14,Settle
2015021820697,02/18/2015,02/09/2015,RNO,Reno/Tahoe International,USAir  ,Passenger Property Loss,Checkpoint,Clothing,0,Deny
2015040721784,04/07/2015,06/06/2014,RNO,Reno/Tahoe International,Delta Air Lines  ,Personal Injury,Checkpoint,Other,-,-
2015050722367,05/07/2015,03/17/2015,RNO,Reno/Tahoe International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming; Household Items,0,Deny
2015051322496,05/13/2015,04/02/2015,RNO,Reno/Tahoe International,UAL  ,Passenger Property Loss,Checkpoint,Clothing; Personal Electronics,0,Deny
2015052622767,05/20/2015,04/17/2015,RNO,Reno/Tahoe International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
2015061023013,06/02/2015,04/21/2015,RNO,Reno/Tahoe International,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,360.68,Settle
2015062223308,06/11/2015,05/19/2015,RNO,Reno/Tahoe International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2015071423795,07/03/2015,06/24/2015,RNO,Reno/Tahoe International,Allegiant Air,Property Damage,Checked Baggage,Audio/Video,0,Deny
2015071623860,07/07/2015,06/01/2015,RNO,Reno/Tahoe International,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,62.25,Settle
2015071623871,07/07/2015,06/28/2015,RNO,Reno/Tahoe International,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0,Deny
2015072724234,07/21/2015,07/02/2015,RNO,Reno/Tahoe International,American Airlines  ,Property Damage,Checkpoint,Jewelry & Watches,562.64,Approve in Full
2015080624614,07/31/2015,07/02/2015,RNO,Reno/Tahoe International,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing,-,-
2015080724684,08/07/2015,06/10/2015,RNO,Reno/Tahoe International,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
2015081824962,08/17/2015,08/12/2015,RNO,Reno/Tahoe International,USAir  ,Passenger Property Loss,Checked Baggage,Medical/Science; Medical/Science; Medical/Science; Medical/Science; Medical/Science,0,Deny
2015092125492,08/31/2015,07/21/2015,RNO,Reno/Tahoe International,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2015092225531,09/02/2015,07/17/2015,RNO,Reno/Tahoe International,American Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2015100525874,09/22/2015,09/15/2015,RNO,Reno/Tahoe International,American Airlines  ,Property Damage,Checkpoint,Personal Electronics,320,Settle
2015102126150,10/01/2015,08/23/2015,RNO,Reno/Tahoe International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,129,Approve in Full
2015102626278,10/05/2015,09/21/2015,RNO,Reno/Tahoe International,American Airlines  ,Property Damage,Checkpoint,Household Items; Jewelry & Watches,108.7,Settle
2015110326513,10/13/2015,10/09/2015,RNO,Reno/Tahoe International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015102326223,10/16/2015,09/23/2015,RNO,Reno/Tahoe International,UAL  ,Passenger Property Loss,Checkpoint,Hunting & Fishing Items,0,Deny
2015111026780,10/21/2015,09/25/2015,RNO,Reno/Tahoe International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Clothing,0,Deny
2015111726946,10/26/2015,10/24/2015,RNO,Reno/Tahoe International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,10,Approve in Full
2015111626876,11/02/2015,10/09/2015,RNO,Reno/Tahoe International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015120227238,11/12/2015,09/23/2015,RNO,Reno/Tahoe International,UAL  ,Complaint,Checkpoint,-,-,-
2015121627625,12/03/2015,11/30/2015,RNO,Reno/Tahoe International,Jet Blue,Property Damage,Checkpoint,Personal Electronics,138.08,Settle
2015121827680,12/04/2015,11/22/2015,RNO,Reno/Tahoe International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Currency,0,Deny
2015122127748,12/08/2015,11/20/2015,RNO,Reno/Tahoe International,Southwest Airlines  ,Property Damage,Checked Baggage,Travel Accessories,0,Deny
2015122227777,12/09/2015,12/07/2015,RNO,Reno/Tahoe International,Alaska Airlines  ,Property Damage,Checked Baggage,Clothing,-,-
2016011128251,12/15/2015,12/08/2015,RNO,Reno/Tahoe International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
