Claim Number,Date Received,Incident D,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2015060222904,05/28/2015,05/21/2015,ABE,"Lehigh Valley International Airport, Allentown",Allegiant Air,Property Damage,Checkpoint,Personal Electronics,0,Deny
2015082725115,08/21/2015,08/01/2015,ABE,"Lehigh Valley International Airport, Allentown",-,Property Damage,Checked Baggage,Sporting Equipment & Supplies,180,Settle
2015102326219,10/07/2015,10/02/2015,ABE,"Lehigh Valley International Airport, Allentown",Allegiant Air,Passenger Property Loss,Checked Baggage,Clothing,60,Approve in Full
2015122027695,10/27/2015,10/19/2015,ABE,"Lehigh Valley International Airport, Allentown",Allegiant Air,Property Damage,Checkpoint,Personal Accessories,-,-
2015012220065,01/22/2015,12/23/2014,ABI,Abilene Regional,American Airlines  ,Property Damage,Checked Baggage,Home Decor,0,Deny
2015081024734,08/05/2015,07/14/2015,ABI,Abilene Regional,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,200,Approve in Full
2015092825697,09/07/2015,08/06/2015,ABI,Abilene Regional,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
2015010919746,01/09/2015,11/24/2014,ABQ,Albuquerque International Sunport Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015022720896,02/27/2015,02/26/2013,ABQ,Albuquerque International Sunport Airport,American Airlines  ,Passenger Property Loss,Checkpoint,-,0,Deny
2015040721792,04/06/2015,01/02/2015,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Home Decor,136.49,Settle
2015052722773,05/27/2015,05/06/2015,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Household Items,0,Deny
2015060422932,05/29/2015,12/20/2014,ABQ,Albuquerque International Sunport Airport,UAL  ,Passenger Property Loss,Checked Baggage,Cameras; Computer & Accessories; Personal Electronics,0,Deny
2015062523439,06/25/2015,05/30/2015,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015072324120,07/15/2015,06/14/2015,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,121.89,Settle
2015072124032,07/21/2015,07/07/2015,ABQ,Albuquerque International Sunport Airport,USAir  ,Passenger Property Loss,Checked Baggage,-,0,Deny
2015073124423,07/22/2015,05/29/2015,ABQ,Albuquerque International Sunport Airport,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015081824946,08/18/2015,08/12/2015,ABQ,Albuquerque International Sunport Airport,Jet Blue,Property Damage,Checked Baggage,Clothing,0,Deny
2015083125181,08/18/2015,08/15/2015,ABQ,Albuquerque International Sunport Airport,Aires Airline,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny
2015082525077,08/19/2015,08/15/2015,ABQ,Albuquerque International Sunport Airport,Alaska Airlines  ,-,Checked Baggage,Personal Accessories,-,-
2015092325581,09/04/2015,08/16/2015,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2015092825690,09/11/2015,08/08/2015,ABQ,Albuquerque International Sunport Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Food & Drink,0,Deny
2015100125817,10/01/2015,07/31/2015,ABQ,Albuquerque International Sunport Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015111626893,10/26/2015,10/12/2015,ABQ,Albuquerque International Sunport Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2015102926385,10/29/2015,10/05/2015,ABQ,Albuquerque International Sunport Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2015112327063,11/03/2015,10/12/2015,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2015122127713,12/07/2015,10/10/2015,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2015080324436,07/20/2015,05/20/2015,ABR,Aberdeen Regional Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2015110926712,10/19/2015,10/07/2015,ABR,Aberdeen Regional Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Currency; Jewelry & Watches,-,-
2015120227241,11/12/2015,11/09/2015,ABR,Aberdeen Regional Airport,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015123128024,12/18/2015,11/25/2015,ABR,Aberdeen Regional Airport,Delta Air Lines  ,Complaint,Checkpoint,-,-,-
2015032021422,03/20/2015,03/06/2015,ACK,Nantucket Memorial Airport,Cape Air  ,Passenger Property Loss,Checked Baggage,Clothing; Clothing; Clothing; Clothing,0,Deny
2015111826956,10/27/2015,10/25/2015,ACT,Waco Regional Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015072224105,07/15/2015,05/31/2015,ACV,Arcata-Eureka,UAL  ,Passenger Property Loss,Checked Baggage,Currency; Currency; Other,0,Deny
2015020320343,02/03/2015,01/23/2015,ACY,Atlantic City International,Spirit Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,47.5,Approve in Full
2015042922169,04/29/2015,04/07/2015,ACY,Atlantic City International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Other,38,Approve in Full
2015050822389,05/08/2015,04/23/2015,ACY,Atlantic City International,Spirit Airlines,Property Damage,Checkpoint,Clothing,30,Approve in Full
2015070823700,06/30/2015,06/18/2015,ACY,Atlantic City International,Republic Airways,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny
2015080624611,08/06/2015,07/13/2015,ACY,Atlantic City International,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015102226197,10/02/2015,08/26/2015,ACY,Atlantic City International,Spirit Airlines,Property Damage,Checked Baggage,Computer & Accessories,31.92,Settle
2015100525869,09/16/2015,08/13/2015,ADK,Adak Mitchell Field Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Outdoor Items,0,Deny
2015013020310,01/30/2015,11/18/2014,ADQ,Kodiak State Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,65.01,Approve in Full
2015032621512,03/26/2015,02/11/2015,ADQ,Kodiak State Airport,Alaska Airlines  ,Property Damage,Checked Baggage,-,0,Deny
2015071423780,07/01/2015,05/30/2015,AGS,Bush Field,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015072023986,07/20/2015,07/04/2015,AGS,Bush Field,-,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
2015122927958,12/10/2015,12/01/2015,AGS,Bush Field,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,25,Approve in Full
2015011219787,01/12/2015,10/17/2014,ALB,Albany International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,10.86,Approve in Full
2015020420399,02/04/2015,01/05/2015,ALB,Albany International,USAir  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
2015020920503,02/09/2015,02/03/2015,ALB,Albany International,UAL  ,Property Damage,Checked Baggage,Other,247.5,Settle
2015021320565,02/13/2015,01/05/2015,ALB,Albany International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,100,Approve in Full
2015021820652,02/18/2015,01/17/2015,ALB,Albany International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,240.71,Approve in Full
2015031621239,03/11/2015,02/28/2015,ALB,Albany International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0,Deny
2015031721313,03/17/2015,02/19/2015,ALB,Albany International,Southwest Airlines  ,Property Damage,Checked Baggage,Personal Accessories,0,Deny
2015041421906,04/14/2015,10/15/2014,ALB,Albany International,USAir  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,82,Approve in Full
2015042422114,04/27/2015,04/08/2015,ALB,Albany International,USAir  ,Property Damage,Checkpoint,Personal Accessories,192.78,Settle
2015050522313,04/28/2015,04/18/2015,ALB,Albany International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,19,Approve in Full
2015050822384,05/08/2015,04/16/2015,ALB,Albany International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,40,Approve in Full
2015051222472,05/08/2015,02/13/2015,ALB,Albany International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,57.95,Approve in Full
2015052122677,05/21/2015,03/16/2015,ALB,Albany International,Southwest Airlines  ,Property Damage,Checkpoint,Clothing,46,Approve in Full
2015052222718,05/22/2015,09/04/2014,ALB,Albany International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015062623471,06/15/2015,04/29/2015,ALB,Albany International,USAir  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
2015062623472,06/15/2015,04/29/2015,ALB,Albany International,USAir  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0,Deny
2015081924980,08/19/2015,08/19/2015,ALB,Albany International,Southwest Airlines  ,Property Damage,Checked Baggage,Travel Accessories,47.09,Approve in Full
2015082625090,08/26/2015,08/05/2015,ALB,Albany International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches; Jewelry & Watches; Personal Electronics,0,Deny
2015092125479,09/02/2015,08/24/2015,ALB,Albany International,Delta Air Lines  ,Property Damage,Checkpoint,Clothing,310.3,Settle
2015091825430,09/04/2015,08/06/2015,ALB,Albany International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Clothing,0,Deny
2015091825433,09/04/2015,08/02/2015,ALB,Albany International,USAir  ,Property Damage,Checked Baggage,Computer & Accessories,0,Deny
2015111926985,11/03/2015,10/20/2015,ALB,Albany International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
2015120327254,11/16/2015,10/01/2015,ALB,Albany International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015120727322,11/19/2015,10/22/2015,ALB,Albany International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
2015122027699,12/20/2015,09/11/2015,ALB,Albany International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015122327830,12/10/2015,11/23/2015,ALO,Waterloo Municipal Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2016010528115,12/21/2015,12/17/2015,ALO,Waterloo Municipal Airport,China Eastern Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2015020220336,02/02/2015,12/11/2014,ALW,Walla Walla Regional Airport,Horizon Air,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Other; Other,0,Deny
2015080424551,08/03/2015,07/18/2015,ALW,Walla Walla Regional Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming,0,Deny
2015102826333,10/08/2015,10/04/2015,ALW,Walla Walla Regional Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Food & Drink,45.74,Approve in Full
2015051822571,05/12/2015,05/06/2015,AMA,Rick Husband Amarillo International Airport,American Airlines  ,Property Damage,Checkpoint,Clothing,21.64,Approve in Full
2015100825965,09/24/2015,09/22/2015,AMA,Rick Husband Amarillo International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015010919738,01/08/2015,12/13/2014,ANC,Ted Stevens Anchorage International Airport,USAir  ,Property Damage,Checked Baggage,Toys & Games,0,Deny
2015020920480,02/09/2015,01/26/2015,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Travel Accessories,0,Deny
2015021820691,02/17/2015,01/05/2015,ANC,Ted Stevens Anchorage International Airport,USAir  ,Property Damage,Checked Baggage,Toys & Games,48.75,Approve in Full
2015031721265,03/17/2015,02/21/2015,ANC,Ted Stevens Anchorage International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming,0,Deny
2015042922194,04/22/2015,04/19/2015,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Property Damage,Checkpoint,Personal Electronics,0,Deny
2015052022625,05/20/2015,05/09/2015,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Home Decor,136.94,Settle
2015052622729,05/26/2015,05/18/2015,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2015060922973,05/29/2015,05/08/2015,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Other,100,Approve in Full
2015061923246,06/10/2015,06/01/2015,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing; Food & Drink; Other,100,Approve in Full
2015070123598,06/25/2015,04/19/2015,ANC,Ted Stevens Anchorage International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Personal Electronics,174.5,Settle
2015070223625,06/25/2015,06/14/2015,ANC,Ted Stevens Anchorage International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2015070723679,07/07/2015,06/28/2015,ANC,Ted Stevens Anchorage International Airport,UAL  ,Property Damage,Checked Baggage,Personal Electronics,0,Deny
2015072824275,07/22/2015,07/15/2015,ANC,Ted Stevens Anchorage International Airport,Air Canada,Passenger Property Loss,Checkpoint,Clothing,44.09,Settle
2015073024368,07/24/2015,07/14/2015,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Home Decor; Jewelry & Watches; Other; Other,0,Deny
2015080724725,08/07/2015,07/22/2015,ANC,Ted Stevens Anchorage International Airport,Jet Blue,Property Damage,Checked Baggage,Hunting & Fishing Items,0,Deny
2015081224824,08/11/2015,07/15/2015,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny
2015081324842,08/13/2015,07/29/2015,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2015082125025,08/19/2015,08/01/2015,ANC,Ted Stevens Anchorage International Airport,American Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,-,-
2015082425046,08/24/2015,08/14/2015,ANC,Ted Stevens Anchorage International Airport,-,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
2015083125164,08/24/2015,08/12/2015,ANC,Ted Stevens Anchorage International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Food & Drink,-,-
2015092525641,09/11/2015,08/18/2015,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Personal Electronics,149,Approve in Full
2015092825681,09/15/2015,08/30/2015,ANC,Ted Stevens Anchorage International Airport,UAL  ,Property Damage,Checked Baggage,Travel Accessories,-,-
2015102126164,10/01/2015,09/12/2015,ANC,Ted Stevens Anchorage International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2015102726312,10/02/2015,08/10/2015,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
2015102326222,10/07/2015,08/20/2015,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015102826364,10/08/2015,09/27/2015,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,-,-
2015111226825,10/26/2015,10/12/2015,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2015111626899,10/26/2015,09/16/2015,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checkpoint,Clothing,-,-
2015121127483,11/25/2015,11/15/2015,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2015123027987,12/15/2015,12/02/2015,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2016010428048,12/21/2015,10/31/2015,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
2015110526616,10/13/2015,10/10/2015,APN,Alpena County Regional Airport,-,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Currency,0,Deny
2015010719671,01/07/2015,12/30/2014,ASE,Aspen Pitkin County Sardy Field,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015011219792,01/12/2015,01/08/2015,ASE,Aspen Pitkin County Sardy Field,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,445,Settle
2015050122264,04/29/2015,04/29/2015,ASE,Aspen Pitkin County Sardy Field,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses,0,Deny
2015062923516,06/23/2015,01/05/2015,ASE,Aspen Pitkin County Sardy Field,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2015081124812,08/11/2015,07/19/2015,ASE,Aspen Pitkin County Sardy Field,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015010519552,01/02/2015,12/16/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,-,0,Deny
2015010519591,01/05/2015,12/28/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,-,Checked Baggage,Clothing; Other; Other,-,-
2015010719651,01/07/2015,11/17/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,266.12,Settle
2015010719681,01/07/2015,01/01/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2015011219804,01/12/2015,01/06/2015,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Complaint,Checked Baggage,Clothing,-,-
2015011319818,01/13/2015,01/04/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,10.95,Approve in Full
2015011319828,01/13/2015,12/26/2014,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,0,Deny
2015011519905,01/13/2015,11/28/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,95.18,Approve in Full
2015011419861,01/14/2015,01/08/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015011519890,01/14/2015,12/30/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,44.99,Approve in Full
2015011519904,01/15/2015,12/26/2014,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015011619951,01/16/2015,12/28/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,138.99,Approve in Full
2015012220069,01/16/2015,01/04/2015,ATL,Hartsfield-Jackson Atlanta International Airport,USAir  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,-
2015012019958,01/20/2015,12/18/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Other,0,Deny
2015012019991,01/20/2015,01/16/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015012020003,01/20/2015,12/30/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015012020014,01/20/2015,01/07/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Food & Drink; Toys & Games,-,-
2015012220077,01/22/2015,01/02/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2015012220080,01/22/2015,12/30/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,-,18,Approve in Full
2015012220082,01/22/2015,04/19/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Medical/Science,0,Deny
2015012220100,01/22/2015,01/20/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny
2015012320121,01/23/2015,10/14/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2015012320130,01/23/2015,12/18/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,-,7.54,Approve in Full
2015012620167,01/23/2015,12/31/2014,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015012620145,01/26/2015,12/13/2014,ATL,Hartsfield-Jackson Atlanta International Airport,USAir  ,Property Damage,Checked Baggage,-,0,Deny
2015012620156,01/26/2015,12/18/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Medical/Science; Other,0,Deny
2015012620175,01/26/2015,12/07/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny
2015012820223,01/28/2015,10/29/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2015012820246,01/28/2015,01/14/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Cosmetics & Grooming,0,Deny
2015012820259,01/28/2015,10/25/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,12.8,Approve in Full
2015012920283,01/29/2015,01/27/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,0,Deny
2015013020290,01/30/2015,01/10/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other; Travel Accessories,198.56,Approve in Full
2015013020300,01/30/2015,01/23/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses; Cameras; Personal Electronics; Personal Electronics; Travel Accessories,0,Deny
2015013020303,01/30/2015,01/01/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Other,419.72,Approve in Full
2015020220331,02/02/2015,11/08/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Lufthansa  ,Property Damage,Checked Baggage,Clothing,0,Deny
2015020620452,02/06/2015,01/14/2015,ATL,Hartsfield-Jackson Atlanta International Airport,USAir  ,Property Damage,Checkpoint,-,0,Deny
2015020620476,02/09/2015,11/04/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Currency,0,Deny
2015020920477,02/09/2015,07/30/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other; Travel Accessories,0,Deny
2015020920481,02/09/2015,02/06/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,895.56,Settle
2015020920501,02/09/2015,01/29/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Medical/Science,0,Deny
2015021120529,02/09/2015,01/11/2015,ATL,Hartsfield-Jackson Atlanta International Airport,British Airways  ,Property Damage,Checked Baggage,Computer & Accessories,0,Deny
2015021020509,02/10/2015,01/31/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,45,Approve in Full
2015021320616,02/12/2015,01/31/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,-,0,Deny
2015021320583,02/13/2015,01/09/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015021720629,02/13/2015,02/09/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,-,1742.69,Approve in Full
2015021820668,02/18/2015,02/08/2015,ATL,Hartsfield-Jackson Atlanta International Airport,-,Passenger Property Loss,Checked Baggage,Travel Accessories,13,Approve in Full
2015021820693,02/18/2015,02/13/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,-,0,Deny
2015022520868,02/20/2015,02/07/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,50,Settle
2015022320767,02/23/2015,02/23/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,-,0,Deny
2015022420827,02/23/2015,02/18/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,695.89,Approve in Full
2015022520845,02/25/2015,02/18/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,0,Deny
2015022720920,02/26/2015,02/13/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
2015022720914,02/27/2015,02/11/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,53,Approve in Full
2015030220957,03/02/2015,02/26/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015030521030,03/04/2015,02/01/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
2015030521039,03/05/2015,03/01/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,0,Deny
2015030621056,03/06/2015,02/01/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Other,0,Deny
