Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2.01401E+12,6-Jan-14,10-Dec-13,F,Foreign airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming,0.00,Deny
2.01401E+12,4-Jan-14,23-Dec-13,BOS,Boston (Logan) International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Personal Electronics,0.00,Deny
2.01401E+12,5-Jan-14,16-Dec-13,F,Foreign airport,British Airways  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01401E+12,6-Jan-14,28-Jul-13,EWR,Newark International Airport,Lufthansa  ,Passenger Property Loss,Checkpoint,Clothing; Jewelry & Watches,100.00,Approve in Full
2.01401E+12,6-Jan-14,30-Dec-13,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Property Damage,Checkpoint,Clothing,139.10,Approve in Full
2.01401E+12,8-Jan-14,29-Dec-13,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Food & Drink,26.00,Approve in Full
2.01401E+12,2-Jan-14,27-Dec-13,DCA,Ronald Reagan Washington National Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01401E+12,6-Jan-14,24-Dec-13,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01401E+12,3-Jan-14,29-Jul-13,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Other,0.00,Deny
2.01401E+12,6-Jan-14,22-Dec-13,DTW,Detroit Metropolitan Wayne County Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches,0.00,Deny
2.01401E+12,3-Jan-14,26-Dec-13,SEA,Seattle-Tacoma International,Alaska Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,50.00,Settle
2.01401E+12,6-Jan-14,2-Jan-14,PSP,Palm Springs International,Alaska Airlines  ,Property Damage,Checkpoint,Travel Accessories,79.99,Settle
2.01401E+12,6-Jan-14,2-Dec-13,SAN,San Diego International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,42.80,Approve in Full
2.01401E+12,6-Jan-14,21-Aug-13,IAH,Houston - George Bush Intercontinental Airport,Air France,Property Damage,Checked Baggage,Food & Drink,15.00,Approve in Full
2.01401E+12,6-Jan-14,17-Dec-13,BUF,Buffalo Niagara International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01401E+12,6-Jan-14,11-Dec-13,LAS,McCarran International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,3-Jan-14,18-Dec-13,BHM,Birmingham International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,0.00,Deny
2.01401E+12,5-Jan-14,12-Dec-13,MEM,Memphis International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Accessories,128.40,Approve in Full
2.01401E+12,6-Jan-14,4-Jan-14,MCO,Orlando International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,0.00,Deny
2.01401E+12,6-Jan-14,13-Dec-13,JFK,John F. Kennedy International,Austrian Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,407.74,Settle
2.01401E+12,3-Jan-14,19-Dec-13,RDU,Raleigh-Durham International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,100.00,Approve in Full
2.01401E+12,6-Jan-14,22-Dec-13,MIA,Miami International Airport,USAir  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2.01401E+12,3-Jan-14,4-Dec-13,BNA,Nashville International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,6-Jan-14,12-Dec-13,EWR,Newark International Airport,UAL  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.00,Deny
2.01401E+12,6-Jan-14,28-Oct-13,PVD,"TF Green Airport, Providence",Southwest Airlines  ,Property Damage,Checked Baggage,Other,0.00,Deny
2.01401E+12,2-Jan-14,21-Oct-13,JFK,John F. Kennedy International,Brit Air  ,Passenger Property Loss,Checkpoint,Computer & Accessories,175.83,Settle
2.01401E+12,6-Jan-14,26-Dec-13,ILM,Wilmington International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01401E+12,6-Jan-14,27-Dec-13,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,-,Checkpoint,Other,-,-
2.01401E+12,2-Jan-14,17-Dec-13,JFK,John F. Kennedy International,Virgin America,Passenger Property Loss,Checked Baggage,Food & Drink; Travel Accessories,0.00,Deny
2.01401E+12,2-Jan-14,28-Dec-13,-,-,-,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
2.01401E+12,3-Jan-14,31-Dec-13,SAN,San Diego International,Alaska Airlines  ,Property Damage,Checked Baggage,Food & Drink,0.00,Deny
2.01401E+12,3-Jan-14,30-Dec-13,MCO,Orlando International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,250.00,Settle
2.01401E+12,3-Jan-14,30-Dec-13,SMF,Sacramento International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,467.50,Settle
2.01401E+12,3-Jan-14,9-Dec-13,EWR,Newark International Airport,UAL  ,Property Damage,Checked Baggage,Home Decor,0.00,Deny
2.01401E+12,3-Jan-14,27-Dec-13,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,0.00,Deny
2.01401E+12,2-Jan-14,6-Oct-13,SAN,San Diego International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01401E+12,3-Jan-14,1-Jan-14,ORD,Chicago O'Hare International Airport,American Airlines  ,Property Damage,Checked Baggage,Outdoor Items,46.22,Approve in Full
2.01401E+12,2-Jan-14,19-Dec-13,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,14.22,Approve in Full
2.01401E+12,3-Jan-14,17-Oct-13,PIT,Pittsburgh International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,6-Jan-14,4-Jan-14,JFK,John F. Kennedy International,Aeroflot Russian International,Passenger Property Loss,Checked Baggage,Computer & Accessories; Personal Electronics,1074.00,Settle
2.01401E+12,3-Jan-14,5-Dec-13,ORD,Chicago O'Hare International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,0.00,Deny
2.01401E+12,6-Jan-14,14-Nov-13,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checkpoint,Personal Electronics,623.70,Approve in Full
2.01401E+12,4-Jan-14,20-Dec-13,RSW,Southwest Florida International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01401E+12,6-Jan-14,23-Dec-13,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.00,Deny
2.01401E+12,6-Jan-14,25-Dec-13,AVP,Wilkes-Barre/Scranton International,UAL  ,Passenger Property Loss,Checkpoint,Cameras,-,-
2.01401E+12,8-Jan-14,7-Dec-13,MIA,Miami International Airport,-,Property Damage,Checkpoint,Personal Accessories,0.00,Deny
2.01401E+12,7-Jan-14,31-Dec-13,MCO,Orlando International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,155.82,Approve in Full
2.01401E+12,6-Jan-14,22-Oct-13,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,31.07,Approve in Full
2.01401E+12,7-Jan-14,4-Jan-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.00,Deny
2.01401E+12,8-Jan-14,29-Dec-13,JFK,John F. Kennedy International,British Airways  ,Property Damage,Checkpoint,Clothing,0.00,Deny
2.01401E+12,6-Jan-14,16-Dec-13,ATL,Hartsfield-Jackson Atlanta International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01401E+12,6-Jan-14,13-Dec-13,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01401E+12,6-Jan-14,1-Jan-14,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,50.00,Approve in Full
2.01401E+12,7-Jan-14,22-Dec-13,DAL,Dallas Love Field,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,225.00,Settle
2.01401E+12,6-Jan-14,29-Aug-13,ORD,Chicago O'Hare International Airport,Virgin America,Property Damage,Checked Baggage,Baggage/Cases/Purses,392.37,Settle
2.01401E+12,6-Jan-14,3-Jan-14,IND,Indianapolis International,American Airlines  ,Passenger Property Loss,Checked Baggage,Currency; Other,0.00,Deny
2.01401E+12,7-Jan-14,28-Dec-13,LGA,LaGuardia ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,4.00,Approve in Full
2.01401E+12,3-Jan-14,3-Sep-13,SEA,Seattle-Tacoma International,Delta Air Lines  ,Property Damage,Checked Baggage,Other,0.00,Deny
2.01401E+12,7-Jan-14,30-Dec-13,JAX,Jacksonville International,USAir  ,Property Damage,Checkpoint,Personal Accessories,97.45,Approve in Full
2.01401E+12,7-Jan-14,6-Jan-14,ALB,Albany International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,0.00,Deny
2.01401E+12,3-Jan-14,30-Nov-13,SEA,Seattle-Tacoma International,Virgin America,Property Damage,Checked Baggage,Computer & Accessories,-,-
2.01401E+12,7-Jan-14,23-Nov-13,MCO,Orlando International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0.00,Deny
2.01401E+12,3-Jan-14,12-Dec-13,HNL,Honolulu International Airport,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01401E+12,7-Jan-14,5-Jan-14,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
2.01401E+12,7-Jan-14,4-Jan-14,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.00,Deny
2.01401E+12,8-Jan-14,16-Dec-13,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checkpoint,Office Equipment & Supplies,-,-
2.01401E+12,7-Jan-14,29-Dec-13,SAT,San Antonio International,American Airlines  ,Property Damage,Checked Baggage,Home Decor,10.95,Approve in Full
2.01401E+12,3-Jan-14,13-Dec-13,MIA,Miami International Airport,American Airlines  ,-,Checked Baggage,Baggage/Cases/Purses,-,-
2.01401E+12,6-Jan-14,17-Jan-13,MRY,Monterey Peninsula Airport,UAL  ,Property Damage,Checked Baggage,Other,100.00,Settle
2.01401E+12,6-Jan-14,2-Jan-14,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01401E+12,6-Jan-14,21-Dec-13,MIA,Miami International Airport,Cayman Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming,-,-
2.01401E+12,6-Jan-14,17-Dec-13,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01401E+12,7-Jan-14,21-Dec-13,HNL,Honolulu International Airport,Hawaiian Airlines  ,Property Damage,Checked Baggage,Clothing,250.00,Approve in Full
2.01401E+12,6-Jan-14,28-Dec-13,EWR,Newark International Airport,Aer Lingus,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01401E+12,6-Jan-14,27-Dec-13,PSP,Palm Springs International,Sun Country Airlines Inc  ,Property Damage,Checked Baggage,Household Items,84.00,Settle
2.01401E+12,7-Jan-14,5-Jan-14,TTN,Trenton-Mercer,Frontier Airlines,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01401E+12,3-Jan-14,22-Dec-13,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.00,Deny
2.01401E+12,6-Jan-14,28-Dec-13,PDX,Portland International,American Airlines  ,Property Damage,Checkpoint,Jewelry & Watches,60.00,Approve in Full
2.01401E+12,6-Jan-14,1-Jan-14,SEA,Seattle-Tacoma International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01401E+12,7-Jan-14,25-Dec-13,PHL,Philadelphia International Airport,American Eagle  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.00,Deny
2.01401E+12,6-Jan-14,25-Dec-13,LAX,Los Angeles International Airport ,Air Canada,Passenger Property Loss,Checked Baggage,Travel Accessories,0.00,Deny
2.01401E+12,7-Jan-14,3-Aug-13,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,Other,-,-
2.01401E+12,7-Jan-14,30-Dec-13,SFB,Orlando Sanford,Allegiant Air,Passenger Property Loss,Checked Baggage,Other,83.48,Approve in Full
2.01401E+12,6-Jan-14,2-Jan-14,OGG,"Kahului-Maui, HI",UAL  ,Property Damage,Checked Baggage,Travel Accessories,13.83,Approve in Full
2.01401E+12,7-Jan-14,10-Dec-13,ORF,Norfolk International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,139.99,Approve in Full
2.01401E+12,7-Jan-14,8-Dec-13,OMA,Eppley Airfield,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,269.40,Settle
2.01401E+12,7-Jan-14,31-Jul-13,LAX,Los Angeles International Airport ,Air Canada,Property Damage,Checked Baggage,Clothing,35.39,Settle
2.01401E+12,7-Jan-14,16-Nov-13,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Property Damage,Checkpoint,Home Decor,21.31,Approve in Full
2.01401E+12,7-Jan-14,28-Dec-13,MIA,Miami International Airport,American Airlines  ,Property Damage,Checked Baggage,Food & Drink,0.00,Deny
2.01401E+12,7-Jan-14,29-Dec-13,BOS,Boston (Logan) International Airport ,American Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0.00,Deny
2.01401E+12,10-Jan-14,29-Dec-13,BOS,Boston (Logan) International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2.01401E+12,7-Jan-14,23-Dec-13,SAT,San Antonio International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.00,Deny
2.01401E+12,7-Jan-14,4-Jan-14,IAD,Washington Dulles International,UAL  ,Property Damage,Checkpoint,Personal Electronics,278.03,Settle
2.01401E+12,7-Jan-14,2-Jan-14,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,6-Jan-14,17-Dec-13,SMF,Sacramento International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Food & Drink,19.10,Approve in Full
2.01401E+12,7-Jan-14,17-Nov-13,SMF,Sacramento International Airport,-,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2.01401E+12,7-Jan-14,9-Dec-13,ROC,Greater Rochester International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,-,-
2.01401E+12,7-Jan-14,22-Dec-13,JFK,John F. Kennedy International,-,Passenger Property Loss,Checked Baggage,Travel Accessories,35.00,Approve in Full
2.01401E+12,7-Jan-14,27-Dec-13,SAN,San Diego International,UAL  ,Passenger Property Loss,Checked Baggage,Other,35.63,Approve in Full
2.01401E+12,6-Jan-14,23-Dec-13,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Clothing; Other,0.00,Deny
2.01401E+12,6-Jan-14,16-Dec-13,SBN,South Bend Regional,Allegiant Air,Property Damage,Checkpoint,Baggage/Cases/Purses,46.99,Approve in Full
2.01401E+12,7-Jan-14,19-Dec-13,PIT,Pittsburgh International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0.00,Deny
2.01401E+12,7-Jan-14,23-Dec-13,JFK,John F. Kennedy International,Air France,Passenger Property Loss,Checked Baggage,-,-,-
2.01401E+12,7-Jan-14,26-Dec-13,RSW,Southwest Florida International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.00,Deny
2.01401E+12,7-Jan-14,2-Dec-13,MDT,Harrisburg International,UAL  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,74.95,Approve in Full
2.01401E+12,7-Jan-14,8-Sep-13,BOS,Boston (Logan) International Airport ,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Personal Electronics,144.15,Settle
2.01401E+12,6-Jan-14,8-Dec-13,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,Other,35.50,Settle
2.01401E+12,3-Jan-14,3-Nov-13,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,Computer & Accessories,0.00,Deny
2.01401E+12,7-Jan-14,6-Jan-14,SJC,Norman Y Mineta San Jose International,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,8-Jan-14,29-Dec-13,MCO,Orlando International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Toys & Games,0.00,Deny
2.01401E+12,6-Jan-14,25-Dec-13,JFK,John F. Kennedy International,Aero Mexico,Passenger Property Loss,Checked Baggage,Clothing,407.47,Settle
2.01401E+12,8-Jan-14,12-Oct-13,LAX,Los Angeles International Airport ,American Airlines  ,Property Damage,Checked Baggage,Clothing; Food & Drink,469.71,Settle
2.01401E+12,8-Jan-14,19-Dec-13,F,Foreign airport,Westjet Airlines Ltd  ,Property Damage,Checkpoint,Clothing,0.00,Deny
2.01401E+12,6-Jan-14,27-Dec-13,MDW,Midway International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0.00,Deny
2.01401E+12,8-Jan-14,19-Nov-13,MCO,Orlando International Airport,Westjet Airlines Ltd  ,Passenger Property Loss,Checkpoint,Personal Accessories,0.00,Deny
2.01401E+12,8-Jan-14,20-Dec-13,SAV,Savannah International,Delta Air Lines  ,Property Damage,Checked Baggage,Home Decor; Other,210.00,Settle
2.01401E+12,6-Jan-14,3-Jan-14,EGE,Eagle County Regional,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01401E+12,13-Jan-14,26-Dec-13,ORF,Norfolk International,-,Passenger Property Loss,Checked Baggage,Cameras,0.00,Deny
2.01401E+12,7-Jan-14,20-Dec-13,IAD,Washington Dulles International,UAL  ,Property Damage,Checked Baggage,Household Items,23.77,Approve in Full
2.01401E+12,7-Jan-14,27-Dec-13,TYS,"Mcghee Tyson ,Knoxville",KLM Royal Dutch Airlines,Property Damage,Checked Baggage,Clothing,199.95,Approve in Full
2.01401E+12,7-Jan-14,13-Nov-13,PHX,Phoenix Sky Harbor International,American Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,300.00,Approve in Full
2.01401E+12,8-Jan-14,12-Dec-13,DEN,Denver International Airport ,American Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0.00,Deny
2.01401E+12,6-Jan-14,5-Sep-13,SLC,Salt Lake City International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,0.00,Deny
2.01401E+12,7-Jan-14,7-Dec-13,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Travel Accessories,12.99,Approve in Full
2.01401E+12,6-Jan-14,5-Jan-14,OGG,"Kahului-Maui, HI",Hawaiian Airlines  ,Passenger Property Loss,Checkpoint,Currency,0.00,Deny
2.01401E+12,6-Jan-14,29-Dec-13,SAT,San Antonio International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Jewelry & Watches,0.00,Deny
2.01401E+12,8-Jan-14,29-Dec-13,PHL,Philadelphia International Airport,Lufthansa  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.00,Deny
2.01401E+12,7-Jan-14,17-Dec-13,LAS,McCarran International,USAir  ,Property Damage,Checkpoint,Personal Accessories,444.60,Settle
2.01401E+12,6-Jan-14,13-Nov-12,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,78.61,Approve in Full
2.01401E+12,7-Jan-14,30-Nov-13,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Other,30.00,Settle
2.01401E+12,7-Jan-14,30-Dec-13,BOS,Boston (Logan) International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,23.09,Approve in Full
2.01401E+12,7-Jan-14,16-Dec-13,TPA,Tampa International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01401E+12,8-Jan-14,12-Dec-13,RIC,Richmond International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.00,Deny
2.01401E+12,9-Jan-14,19-Dec-13,BTV,"Burlington, VT",UAL  ,Passenger Property Loss,Checked Baggage,Medical/Science,0.00,Deny
2.01401E+12,8-Jan-14,3-Jan-14,SNA,John Wayne,Southwest Airlines  ,Property Damage,Checked Baggage,Other,0.00,Deny
